#  PROBE RESULTS (THIS IS A MAGIC LINE)
# ---------------------------------------------------------------------------
# Evaluation: PDF
# ---------------------------------------------------------------------------
#  Name: Minimum ORG1 Pathloss
#  Description: Minimum Pathloss ORG1 [dB]
# ---------------------------------------------------------------------------
#  Evaluation terminated successfully!
# ---------------------------------------------------------------------------
#  Common Statistics 
#  Minimum: -120.7926860
#  Maximum: -52.8766090
#  Trials: 25718
#  Mean: -93.9623059
# 
#  Variance: 102.4620203
#  Relative variance: 0.0116053
#  Coefficient of variation: 0.1077278
#  Standard deviation: 10.1223525
#  Relative standard deviation: -0.1077278
# 
#  Skewness: 0.5447481
# 
#  2nd moment: 8931.3729601
#  3rd moment: -857901.7954245
# 
#  Sum of all values: -2416522.5822954
#  (Sum of all values)^2: 229697049.7883088
#  (Sum of all values)^3: -22063518374.7262573
# -----------------------------------------------------------
# PDF statistics 
#  Left border of x-axis: -140
#  Right border of x-axis: -50
#  Resolution of x-axis: 101
# -----------------------------------------------------------
# PDF data 
#  Underflows: 0
#  Underflows in percent: 0
#  Overflows: 0
#  Overflows in percent: 0
# -----------------------------------------------------------
# Percentiles
#  P01: -112.2902198
#  P05: -108.4791840
#  P50: -95.2013804
#  P95: -75.1549526
#  P99: -67.7038009
# -----------------------------------------------------------
# 
# x_n                  F(x_n)           G(x_n)     P(x_n-1 < X    n
#                    =P(X<=x_n)       =P(X>x_n)   AND X <= x_n)
# 
-133.32	  	    0.0 	    1.0 	    0.0		100
-123.59		    0.01	    0.99	    0.0		100
-121.32		    0.02	    0.98	    0.0		100
-119.58		    0.03	    0.97	    0.0		100
-118.26		    0.04	    0.96	    0.0		100
-117.09		    0.05	    0.95	    0.0		100
-115.93		    0.06	    0.94	    0.0		100
-114.85		    0.07	    0.93	    0.0		100
-113.93		    0.08	    0.92	    0.0		100
-112.73		    0.09	    0.91	    0.0		100
-111.84		    0.1 	    0.9 	    0.0		100
-110.69		    0.11	    0.89	    0.0		100
-109.83		    0.12	    0.88	    0.0		100
-108.95		    0.13	    0.87	    0.0		100
-107.96		    0.14	    0.86	    0.0		100
-106.97		    0.15	    0.85	    0.0		100
-106.02		    0.16	    0.84	    0.0		100
-105.11		    0.17	    0.83	    0.0		100
-104.22		    0.18	    0.82	    0.0		100
-103.49		    0.19	    0.81	    0.0		100
-102.66		    0.2 	    0.8 	    0.0		100
-101.84		    0.21	    0.79	    0.0		100
-101.06		    0.22	    0.78	    0.0		100
-100.28		    0.23	    0.77	    0.0		100
-99.55 		    0.24	    0.76	    0.0		100
-98.84 		    0.25	    0.75	    0.0		100
-98.26 		    0.26	    0.74	    0.0		100
-97.7  		    0.27	    0.73	    0.0		100
-97.24 		    0.28	    0.72	    0.0		100
-96.76 		    0.29	    0.71	    0.0		100
-96.29 		    0.3 	    0.7 	    0.0		100
-95.87 		    0.31	    0.69	    0.0		100
-95.46 		    0.32	    0.68	    0.0		100
-95.02 		    0.33	    0.67	    0.0		100
-94.62 		    0.34	    0.66	    0.0		100
-94.19 		    0.35	    0.65	    0.0		100
-93.8  		    0.36	    0.64	    0.0		100
-93.4  		    0.37	    0.63	    0.0		100
-93.02 		    0.38	    0.62	    0.0		100
-92.63 		    0.39	    0.61	    0.0		100
-92.21 		    0.4 	    0.6 	    0.0		100
-91.85 		    0.41	    0.59	    0.0		100
-91.48 		    0.42	    0.58	    0.0		100
-91.04 		    0.43	    0.57	    0.0		100
-90.67 		    0.44	    0.56	    0.0		100
-90.35 		    0.45	    0.55	    0.0		100
-89.98 		    0.46	    0.54	    0.0		100
-89.54 		    0.47	    0.53	    0.0		100
-89.11 		    0.48	    0.52	    0.0		100
-88.7  		    0.49	    0.51	    0.0		100
-88.29 		    0.5 	    0.5 	    0.0		100
-87.9  		    0.51	    0.49	    0.0		100
-87.41 		    0.52	    0.48	    0.0		100
-87.01 		    0.53	    0.47	    0.0		100
-86.6  		    0.54	    0.46	    0.0		100
-86.14 		    0.55	    0.45	    0.0		100
-85.69 		    0.56	    0.44	    0.0		100
-85.28 		    0.57	    0.43	    0.0		100
-84.87 		    0.58	    0.42	    0.0		100
-84.41 		    0.59	    0.41	    0.0		100
-83.95 		    0.6 	    0.4 	    0.0		100
-83.44 		    0.61	    0.39	    0.0		100
-82.97 		    0.62	    0.38	    0.0		100
-82.38 		    0.63	    0.37	    0.0		100
-81.85 		    0.64	    0.36	    0.0		100
-81.25 		    0.65	    0.35	    0.0		100
-80.65 		    0.66	    0.34	    0.0		100
-80.05 		    0.67	    0.33	    0.0		100
-79.44 		    0.68	    0.32	    0.0		100
-78.77 		    0.69	    0.31	    0.0		100
-78.11 		    0.7 	    0.3 	    0.0		100
